"","DivisionNm","CountNum","Surname","GivenNm","PartyAb","PartyNm","CalculationType","Votes"
"3874","Werriwa",3,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Transfer Count",4027
"3875","Werriwa",3,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",47705
"3876","Werriwa",3,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",1007
"3877","Werriwa",3,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3878","Werriwa",3,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",-6032
"3879","Werriwa",3,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Preference Count",0
"3880","Werriwa",3,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Transfer Count",0
"3881","Werriwa",3,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Preference Count",7284
"3882","Werriwa",3,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Transfer Count",998
"3883","Werriwa",3,"WHITE","Michael Paul","IND","Independent","Preference Count",0
"3884","Werriwa",3,"WHITE","Michael Paul","IND","Independent","Transfer Count",0
"3885","Werriwa",4,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Preference Count",41959
"3886","Werriwa",4,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Transfer Count",2719
"3887","Werriwa",4,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",52270
"3888","Werriwa",4,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",4565
"3889","Werriwa",4,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3890","Werriwa",4,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3891","Werriwa",4,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Preference Count",0
"3892","Werriwa",4,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Transfer Count",0
"3893","Werriwa",4,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Preference Count",0
"3894","Werriwa",4,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Transfer Count",-7284
"3895","Werriwa",4,"WHITE","Michael Paul","IND","Independent","Preference Count",0
"3896","Werriwa",4,"WHITE","Michael Paul","IND","Independent","Transfer Count",0
"3897","Whitlam",0,"CUDA","Angelo","UAPP","United Australia Party","Preference Count",9071
"3898","Whitlam",0,"CUDA","Angelo","UAPP","United Australia Party","Transfer Count",0
"3899","Whitlam",0,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Preference Count",3678
"3900","Whitlam",0,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Transfer Count",0
"3901","Whitlam",0,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Preference Count",9461
"3902","Whitlam",0,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Transfer Count",0
"3903","Whitlam",0,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",50102
"3904","Whitlam",0,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",0
"3905","Whitlam",0,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",4214
"3906","Whitlam",0,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3907","Whitlam",0,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Preference Count",26145
"3908","Whitlam",0,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Transfer Count",0
"3909","Whitlam",1,"CUDA","Angelo","UAPP","United Australia Party","Preference Count",9832
"3910","Whitlam",1,"CUDA","Angelo","UAPP","United Australia Party","Transfer Count",761
"3911","Whitlam",1,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Preference Count",0
"3912","Whitlam",1,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Transfer Count",-3678
"3913","Whitlam",1,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Preference Count",10779
"3914","Whitlam",1,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Transfer Count",1318
"3915","Whitlam",1,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",50778
"3916","Whitlam",1,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",676
"3917","Whitlam",1,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",4530
"3918","Whitlam",1,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",316
"3919","Whitlam",1,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Preference Count",26752
"3920","Whitlam",1,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Transfer Count",607
"3921","Whitlam",2,"CUDA","Angelo","UAPP","United Australia Party","Preference Count",10935
"3922","Whitlam",2,"CUDA","Angelo","UAPP","United Australia Party","Transfer Count",1103
"3923","Whitlam",2,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Preference Count",0
"3924","Whitlam",2,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Transfer Count",0
"3925","Whitlam",2,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Preference Count",11071
"3926","Whitlam",2,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Transfer Count",292
"3927","Whitlam",2,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",51423
"3928","Whitlam",2,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",645
"3929","Whitlam",2,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3930","Whitlam",2,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",-4530
"3931","Whitlam",2,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Preference Count",29242
"3932","Whitlam",2,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Transfer Count",2490
"3933","Whitlam",3,"CUDA","Angelo","UAPP","United Australia Party","Preference Count",0
"3934","Whitlam",3,"CUDA","Angelo","UAPP","United Australia Party","Transfer Count",-10935
"3935","Whitlam",3,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Preference Count",0
"3936","Whitlam",3,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Transfer Count",0
"3937","Whitlam",3,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Preference Count",12693
"3938","Whitlam",3,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Transfer Count",1622
"3939","Whitlam",3,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",53777
"3940","Whitlam",3,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",2354
"3941","Whitlam",3,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3942","Whitlam",3,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3943","Whitlam",3,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Preference Count",36201
"3944","Whitlam",3,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Transfer Count",6959
"3945","Whitlam",4,"CUDA","Angelo","UAPP","United Australia Party","Preference Count",0
"3946","Whitlam",4,"CUDA","Angelo","UAPP","United Australia Party","Transfer Count",0
"3947","Whitlam",4,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Preference Count",0
"3948","Whitlam",4,"DAVIS","Kenneth Charles","SPP","#Sustainable Australia","Transfer Count",0
"3949","Whitlam",4,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Preference Count",0
"3950","Whitlam",4,"DIXON","Jamie Richard Chilcott","GRN","The Greens NSW","Transfer Count",-12693
"3951","Whitlam",4,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",62541
"3952","Whitlam",4,"JONES","Stephen Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",8764
"3953","Whitlam",4,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3954","Whitlam",4,"NERO","Frank Rodolfo","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3955","Whitlam",4,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Preference Count",40130
"3956","Whitlam",4,"WENTWORTH","Fitzwilliam Stephen Neville","NP","National Party of Australia - N.S.W.","Transfer Count",3929
"3957","Lingiari",0,"HANNA","George","GRN","Australian Greens","Preference Count",3991
"3958","Lingiari",0,"HANNA","George","GRN","Australian Greens","Transfer Count",0
"3959","Lingiari",0,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Preference Count",1367
"3960","Lingiari",0,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Transfer Count",0
"3961","Lingiari",0,"MacFARLANE","Hamish Stuart","IND","Independent","Preference Count",2123
"3962","Lingiari",0,"MacFARLANE","Hamish Stuart","IND","Independent","Transfer Count",0
"3963","Lingiari",0,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Preference Count",1380
"3964","Lingiari",0,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Transfer Count",0
"3965","Lingiari",0,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Preference Count",17875
"3966","Lingiari",0,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Transfer Count",0
"3967","Lingiari",0,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",21698
"3968","Lingiari",0,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",0
"3969","Lingiari",1,"HANNA","George","GRN","Australian Greens","Preference Count",4120
"3970","Lingiari",1,"HANNA","George","GRN","Australian Greens","Transfer Count",129
"3971","Lingiari",1,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Preference Count",0
"3972","Lingiari",1,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Transfer Count",-1367
"3973","Lingiari",1,"MacFARLANE","Hamish Stuart","IND","Independent","Preference Count",2421
"3974","Lingiari",1,"MacFARLANE","Hamish Stuart","IND","Independent","Transfer Count",298
"3975","Lingiari",1,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Preference Count",1798
"3976","Lingiari",1,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Transfer Count",418
"3977","Lingiari",1,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Preference Count",18194
"3978","Lingiari",1,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Transfer Count",319
"3979","Lingiari",1,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",21901
"3980","Lingiari",1,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",203
"3981","Lingiari",2,"HANNA","George","GRN","Australian Greens","Preference Count",4344
"3982","Lingiari",2,"HANNA","George","GRN","Australian Greens","Transfer Count",224
"3983","Lingiari",2,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Preference Count",0
"3984","Lingiari",2,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Transfer Count",0
"3985","Lingiari",2,"MacFARLANE","Hamish Stuart","IND","Independent","Preference Count",3072
"3986","Lingiari",2,"MacFARLANE","Hamish Stuart","IND","Independent","Transfer Count",651
"3987","Lingiari",2,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Preference Count",0
"3988","Lingiari",2,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Transfer Count",-1798
"3989","Lingiari",2,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Preference Count",18660
"3990","Lingiari",2,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Transfer Count",466
"3991","Lingiari",2,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",22358
"3992","Lingiari",2,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",457
"3993","Lingiari",3,"HANNA","George","GRN","Australian Greens","Preference Count",5297
"3994","Lingiari",3,"HANNA","George","GRN","Australian Greens","Transfer Count",953
"3995","Lingiari",3,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Preference Count",0
"3996","Lingiari",3,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Transfer Count",0
"3997","Lingiari",3,"MacFARLANE","Hamish Stuart","IND","Independent","Preference Count",0
"3998","Lingiari",3,"MacFARLANE","Hamish Stuart","IND","Independent","Transfer Count",-3072
"3999","Lingiari",3,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Preference Count",0
"4000","Lingiari",3,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Transfer Count",0
"4001","Lingiari",3,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Preference Count",20174
"4002","Lingiari",3,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Transfer Count",1514
"4003","Lingiari",3,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",22963
"4004","Lingiari",3,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",605
"4005","Lingiari",4,"HANNA","George","GRN","Australian Greens","Preference Count",0
"4006","Lingiari",4,"HANNA","George","GRN","Australian Greens","Transfer Count",-5297
"4007","Lingiari",4,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Preference Count",0
"4008","Lingiari",4,"HODGSON","Daniel Isaac","UAPP","United Australia Party","Transfer Count",0
"4009","Lingiari",4,"MacFARLANE","Hamish Stuart","IND","Independent","Preference Count",0
"4010","Lingiari",4,"MacFARLANE","Hamish Stuart","IND","Independent","Transfer Count",0
"4011","Lingiari",4,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Preference Count",0
"4012","Lingiari",4,"McCARTHY","Regina Rose","RUA","Rise Up Australia Party","Transfer Count",0
"4013","Lingiari",4,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Preference Count",21571
"4014","Lingiari",4,"PRICE","Jacinta","CLP","Country Liberals (Northern Territory)","Transfer Count",1397
"4015","Lingiari",4,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",26863
"4016","Lingiari",4,"SNOWDON","Warren Edward","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",3900
"4017","Solomon",0,"FRASER-ADAMS","Susan","IND","Independent","Preference Count",2684
"4018","Solomon",0,"FRASER-ADAMS","Susan","IND","Independent","Transfer Count",0
"4019","Solomon",0,"GANLEY","Kathryn Anne","CLP","Country Liberals (Northern Territory)","Preference Count",20962
"4020","Solomon",0,"GANLEY","Kathryn Anne","CLP","Country Liberals (Northern Territory)","Transfer Count",0
"4021","Solomon",0,"GIMINI","Lorraine Dawn","RUA","Rise Up Australia Party","Preference Count",1277
"4022","Solomon",0,"GIMINI","Lorraine Dawn","RUA","Rise Up Australia Party","Transfer Count",0
"4023","Solomon",0,"GOSLING","Luke John","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",22057
"4024","Solomon",0,"GOSLING","Luke John","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",0
"4025","Solomon",0,"PARISH","Timothy Kinnish","GRN","Australian Greens","Preference Count",6521
"4026","Solomon",0,"PARISH","Timothy Kinnish","GRN","Australian Greens","Transfer Count",0
"4027","Solomon",0,"RAJWIN","Raj Samson","UAPP","United Australia Party","Preference Count",1583
"4028","Solomon",0,"RAJWIN","Raj Samson","UAPP","United Australia Party","Transfer Count",0
"4029","Solomon",1,"FRASER-ADAMS","Susan","IND","Independent","Preference Count",2891
"4030","Solomon",1,"FRASER-ADAMS","Susan","IND","Independent","Transfer Count",207
"4031","Solomon",1,"GANLEY","Kathryn Anne","CLP","Country Liberals (Northern Territory)","Preference Count",21396
"4032","Solomon",1,"GANLEY","Kathryn Anne","CLP","Country Liberals (Northern Territory)","Transfer Count",434
"4033","Solomon",1,"GIMINI","Lorraine Dawn","RUA","Rise Up Australia Party","Preference Count",0
"4034","Solomon",1,"GIMINI","Lorraine Dawn","RUA","Rise Up Australia Party","Transfer Count",-1277
"4035","Solomon",1,"GOSLING","Luke John","ALP","Australian Labor Party (Northern Territory) Branch","Preference Count",22290
"4036","Solomon",1,"GOSLING","Luke John","ALP","Australian Labor Party (Northern Territory) Branch","Transfer Count",233
"4037","Solomon",1,"PARISH","Timothy Kinnish","GRN","Australian Greens","Preference Count",6670
"4038","Solomon",1,"PARISH","Timothy Kinnish","GRN","Australian Greens","Transfer Count",149
"4039","Solomon",1,"RAJWIN","Raj Samson","UAPP","United Australia Party","Preference Count",1837
"4040","Solomon",1,"RAJWIN","Raj Samson","UAPP","United Australia Party","Transfer Count",254
"4041","Solomon",2,"FRASER-ADAMS","Susan","IND","Independent","Preference Count",3577
"4042","Solomon",2,"FRASER-ADAMS","Susan","IND","Independent","Transfer Count",686
"4043","Solomon",2,"GANLEY","Kathryn Anne","CLP","Country Liberals (Northern Territory)","Preference Count",22048
"4044","Solomon",2,"GANLEY","Kathryn Anne","CLP","Country Liberals (Northern Territory)","Transfer Count",652
